"GHO","PUBLISHSTATE","YEAR","REGION","WORLDBANKINCOMEGROUP","COUNTRY","SEX","Display Value","Numeric","Low","High","StdErr","StdDev","Comments"
"WHOSIS_000002","PUBLISHED","2019","EMR","","AFG","MLE","54.7","54.73407","","","","",""
"WHOSIS_000002","PUBLISHED","2000","EMR","","AFG","FMLE","46.6","46.58344","","","","",""
"WHOSIS_000002","PUBLISHED","2000","EMR","","AFG","BTSX","46.8","46.76397","","","","",""
"WHOSIS_000002","PUBLISHED","2000","AFR","","AGO","MLE","41.2","41.18177","","","","",""
"WHOSIS_000002","PUBLISHED","2000","AFR","","AGO","FMLE","44.7","44.74432","","","","",""
"WHOSIS_000002","PUBLISHED","2000","AFR","","AGO","BTSX","42.9","42.87378","","","","",""
"WHOSIS_000002","PUBLISHED","2000","EUR","","ALB","MLE","63.1","63.14932","","","","",""
"WHOSIS_000002","PUBLISHED","2010","EUR","","ALB","FMLE","68.9","68.85171","","","","",""
"WHOSIS_000002","PUBLISHED","2010","EUR","","ALB","BTSX","67.6","67.56772","","","","",""
"WHOSIS_000002","PUBLISHED","2010","EMR","","ARE","MLE","64.9","64.91484","","","","",""
"WHOSIS_000002","PUBLISHED","2010","EMR","","ARE","FMLE","65.3","65.25387","","","","",""
"WHOSIS_000002","PUBLISHED","2010","EMR","","ARE","BTSX","65.1","65.10197","","","","",""
"WHOSIS_000002","PUBLISHED","2010","AMR","","ARG","MLE","64.4","64.37117","","","","",""
"WHOSIS_000002","PUBLISHED","2015","AMR","","ARG","FMLE","68.7","68.69806","","","","",""
"WHOSIS_000002","PUBLISHED","2015","AMR","","ARG","BTSX","66.9","66.85706","","","","",""
"WHOSIS_000002","PUBLISHED","2015","EUR","","ARM","MLE","63.7","63.66690","","","","",""
"WHOSIS_000002","PUBLISHED","2015","EUR","","ARM","FMLE","68.1","68.14306","","","","",""
"WHOSIS_000002","PUBLISHED","2015","EUR","","ARM","BTSX","66.0","65.99944","","","","",""
"WHOSIS_000002","PUBLISHED","2019","AMR","","ATG","MLE","66.2","66.24539","","","","",""
"WHOSIS_000002","PUBLISHED","2019","AMR","","ATG","FMLE","67.7","67.69177","","","","",""
"WHOSIS_000002","PUBLISHED","2019","AMR","","ATG","BTSX","67.0","66.97486","","","","",""
"WHOSIS_000002","PUBLISHED","2019","WPR","","AUS","MLE","70.2","70.15115","","","","",""
"WHOSIS_000002","PUBLISHED","2019","WPR","","AUS","FMLE","71.7","71.73072","","","","",""
"WHOSIS_000002","PUBLISHED","2019","WPR","","AUS","BTSX","70.9","70.93405","","","","",""
"WHOSIS_000002","PUBLISHED","2000","EUR","","AUT","FMLE","69.8","69.81113","","","","",""
"WHOSIS_000002","PUBLISHED","2000","EUR","","AUT","BTSX","68.2","68.17779","","","","",""
"WHOSIS_000002","PUBLISHED","2000","EUR","","AZE","MLE","56.6","56.62009","","","","",""
"WHOSIS_000002","PUBLISHED","2000","EUR","","AZE","FMLE","60.4","60.41421","","","","",""
"WHOSIS_000002","PUBLISHED","2000","EUR","","AZE","BTSX","58.5","58.49506","","","","",""
"WHOSIS_000002","PUBLISHED","2000","AFR","","BDI","MLE","36.6","36.64311","","","","",""
"WHOSIS_000002","PUBLISHED","2010","AFR","","BDI","MLE","49.6","49.63296","","","","",""
"WHOSIS_000002","PUBLISHED","2010","AFR","","BDI","FMLE","52.1","52.11441","","","","",""
"WHOSIS_000002","PUBLISHED","2010","AFR","","BDI","BTSX","50.9","50.88001","","","","",""
"WHOSIS_000002","PUBLISHED","2010","EUR","","BEL","MLE","68.0","68.00331","","","","",""
"WHOSIS_000002","PUBLISHED","2010","EUR","","BEL","FMLE","70.4","70.36259","","","","",""
"WHOSIS_000002","PUBLISHED","2010","EUR","","BEL","BTSX","69.2","69.21256","","","","",""
"WHOSIS_000002","PUBLISHED","2015","AFR","","BEN","MLE","53.2","53.17638","","","","",""
"WHOSIS_000002","PUBLISHED","2015","AFR","","BEN","FMLE","55.4","55.38918","","","","",""
"WHOSIS_000002","PUBLISHED","2015","AFR","","BEN","BTSX","54.3","54.28585","","","","",""
"WHOSIS_000002","PUBLISHED","2015","AFR","","BFA","MLE","51.9","51.85810","","","","",""
"WHOSIS_000002","PUBLISHED","2015","AFR","","BFA","FMLE","54.8","54.76195","","","","",""
"WHOSIS_000002","PUBLISHED","2015","AFR","","BFA","BTSX","53.4","53.35428","","","","",""
"WHOSIS_000002","PUBLISHED","2019","SEAR","","BGD","MLE","64.2","64.24873","","","","",""
"WHOSIS_000002","PUBLISHED","2019","SEAR","","BGD","FMLE","64.4","64.37629","","","","",""
"WHOSIS_000002","PUBLISHED","2019","SEAR","","BGD","BTSX","64.3","64.29505","","","","",""
"WHOSIS_000002","PUBLISHED","2019","EUR","","BGR","MLE","63.9","63.91050","","","","",""
"WHOSIS_000002","PUBLISHED","2019","EUR","","BGR","FMLE","68.7","68.71362","","","","",""
"WHOSIS_000002","PUBLISHED","2000","EMR","","BHR","MLE","62.0","61.97976","","","","",""
"WHOSIS_000002","PUBLISHED","2000","EMR","","BHR","FMLE","61.6","61.62724","","","","",""
"WHOSIS_000002","PUBLISHED","2000","EMR","","BHR","BTSX","61.9","61.87830","","","","",""
"WHOSIS_000002","PUBLISHED","2000","AMR","","BHS","MLE","60.6","60.57037","","","","",""
"WHOSIS_000002","PUBLISHED","2000","AMR","","BHS","FMLE","64.8","64.77525","","","","",""
"WHOSIS_000002","PUBLISHED","2000","AMR","","BHS","BTSX","62.7","62.68615","","","","",""
"WHOSIS_000002","PUBLISHED","2010","EUR","","BIH","MLE","65.4","65.40240","","","","",""
"WHOSIS_000002","PUBLISHED","2010","EUR","","BIH","FMLE","68.5","68.49886","","","","",""
"WHOSIS_000002","PUBLISHED","2010","EUR","","BIH","BTSX","67.0","66.97844","","","","",""
"WHOSIS_000002","PUBLISHED","2010","EUR","","BLR","MLE","57.9","57.90538","","","","",""
"WHOSIS_000002","PUBLISHED","2010","EUR","","BLR","FMLE","66.7","66.74391","","","","",""
"WHOSIS_000002","PUBLISHED","2010","EUR","","BLR","BTSX","62.3","62.25875","","","","",""
"WHOSIS_000002","PUBLISHED","2015","EUR","","BLR","BTSX","65.1","65.06350","","","","",""
"WHOSIS_000002","PUBLISHED","2015","AMR","","BLZ","MLE","63.3","63.33087","","","","",""
"WHOSIS_000002","PUBLISHED","2015","AMR","","BLZ","FMLE","67.0","67.00202","","","","",""
"WHOSIS_000002","PUBLISHED","2015","AMR","","BLZ","BTSX","65.1","65.06179","","","","",""
"WHOSIS_000002","PUBLISHED","2015","AMR","","BOL","MLE","62.7","62.71894","","","","",""
"WHOSIS_000002","PUBLISHED","2015","AMR","","BOL","FMLE","62.7","62.74847","","","","",""
"WHOSIS_000002","PUBLISHED","2019","AMR","","BOL","BTSX","63.3","63.27023","","","","",""
"WHOSIS_000002","PUBLISHED","2019","AMR","","BRA","MLE","63.4","63.44277","","","","",""
"WHOSIS_000002","PUBLISHED","2019","AMR","","BRA","FMLE","67.4","67.36742","","","","",""
"WHOSIS_000002","PUBLISHED","2019","AMR","","BRA","BTSX","65.4","65.39831","","","","",""
"WHOSIS_000002","PUBLISHED","2019","AMR","","BRB","MLE","66.2","66.24877","","","","",""
"WHOSIS_000002","PUBLISHED","2019","AMR","","BRB","FMLE","67.7","67.67992","","","","",""
"WHOSIS_000002","PUBLISHED","2000","WPR","","BRN","MLE","63.1","63.11553","","","","",""
"WHOSIS_000002","PUBLISHED","2000","WPR","","BRN","FMLE","64.8","64.75875","","","","",""
"WHOSIS_000002","PUBLISHED","2000","WPR","","BRN","BTSX","63.9","63.89352","","","","",""
"WHOSIS_000002","PUBLISHED","2000","SEAR","","BTN","MLE","57.2","57.19928","","","","",""
"WHOSIS_000002","PUBLISHED","2000","SEAR","","BTN","FMLE","56.9","56.88231","","","","",""
"WHOSIS_000002","PUBLISHED","2000","SEAR","","BTN","BTSX","57.1","57.05869","","","","",""
"WHOSIS_000002","PUBLISHED","2010","SEAR","","BTN","BTSX","61.7","61.66983","","","","",""
"WHOSIS_000002","PUBLISHED","2010","AFR","","BWA","MLE","48.7","48.74619","","","","",""
"WHOSIS_000002","PUBLISHED","2010","AFR","","BWA","FMLE","52.5","52.54768","","","","",""
"WHOSIS_000002","PUBLISHED","2010","AFR","","BWA","BTSX","50.6","50.55534","","","","",""
"WHOSIS_000002","PUBLISHED","2010","AFR","","CAF","MLE","41.4","41.41378","","","","",""
"WHOSIS_000002","PUBLISHED","2010","AFR","","CAF","FMLE","43.6","43.56390","","","","",""
"WHOSIS_000002","PUBLISHED","2015","AFR","","CAF","BTSX","44.2","44.15527","","","","",""
"WHOSIS_000002","PUBLISHED","2015","AMR","","CAN","MLE","70.4","70.41322","","","","",""
"WHOSIS_000002","PUBLISHED","2015","AMR","","CAN","FMLE","71.8","71.84573","","","","",""
"WHOSIS_000002","PUBLISHED","2015","AMR","","CAN","BTSX","71.1","71.14542","","","","",""
"WHOSIS_000002","PUBLISHED","2015","EUR","","CHE","MLE","71.2","71.15417","","","","",""
"WHOSIS_000002","PUBLISHED","2015","EUR","","CHE","FMLE","72.3","72.28492","","","","",""
"WHOSIS_000002","PUBLISHED","2019","EUR","","CHE","BTSX","72.5","72.52425","","","","",""
"WHOSIS_000002","PUBLISHED","2019","AMR","","CHL","MLE","69.0","68.95907","","","","",""
"WHOSIS_000002","PUBLISHED","2019","AMR","","CHL","FMLE","71.1","71.05480","","","","",""
"WHOSIS_000002","PUBLISHED","2019","AMR","","CHL","BTSX","70.0","70.04939","","","","",""
"WHOSIS_000002","PUBLISHED","2019","WPR","","CHN","MLE","67.2","67.20944","","","","",""
"WHOSIS_000002","PUBLISHED","2000","WPR","","CHN","BTSX","63.7","63.70847","","","","",""
"WHOSIS_000002","PUBLISHED","2000","AFR","","CIV","MLE","43.3","43.29557","","","","",""
"WHOSIS_000002","PUBLISHED","2000","AFR","","CIV","FMLE","45.0","44.95908","","","","",""
"WHOSIS_000002","PUBLISHED","2000","AFR","","CIV","BTSX","44.0","43.96448","","","","",""
"WHOSIS_000002","PUBLISHED","2000","AFR","","CMR","MLE","45.4","45.39597","","","","",""
"WHOSIS_000002","PUBLISHED","2000","AFR","","CMR","FMLE","46.7","46.74405","","","","",""
"WHOSIS_000002","PUBLISHED","2010","AFR","","CMR","BTSX","49.6","49.56793","","","","",""
"WHOSIS_000002","PUBLISHED","2010","AFR","","COD","MLE","49.0","48.97808","","","","",""
"WHOSIS_000002","PUBLISHED","2010","AFR","","COD","FMLE","50.8","50.81897","","","","",""
"WHOSIS_000002","PUBLISHED","2010","AFR","","COD","BTSX","49.9","49.88082","","","","",""
"WHOSIS_000002","PUBLISHED","2010","AFR","","COG","MLE","53.8","53.84877","","","","",""
"WHOSIS_000002","PUBLISHED","2010","AFR","","COG","FMLE","52.2","52.20798","","","","",""
"WHOSIS_000002","PUBLISHED","2015","AFR","","COG","FMLE","54.5","54.48605","","","","",""
"WHOSIS_000002","PUBLISHED","2015","AFR","","COG","BTSX","54.9","54.90047","","","","",""
"WHOSIS_000002","PUBLISHED","2015","AMR","","COL","MLE","66.6","66.63692","","","","",""
"WHOSIS_000002","PUBLISHED","2015","AMR","","COL","FMLE","69.9","69.91184","","","","",""
"WHOSIS_000002","PUBLISHED","2015","AMR","","COL","BTSX","68.3","68.29021","","","","",""
"WHOSIS_000002","PUBLISHED","2015","AFR","","COM","MLE","57.6","57.61087","","","","",""
"WHOSIS_000002","PUBLISHED","2019","AFR","","COM","FMLE","59.6","59.62023","","","","",""
"WHOSIS_000002","PUBLISHED","2019","AFR","","COM","BTSX","58.9","58.94620","","","","",""
"WHOSIS_000002","PUBLISHED","2019","AFR","","CPV","MLE","62.2","62.20730","","","","",""
"WHOSIS_000002","PUBLISHED","2019","AFR","","CPV","FMLE","67.2","67.21624","","","","",""
"WHOSIS_000002","PUBLISHED","2019","AFR","","CPV","BTSX","64.8","64.79973","","","","",""
"WHOSIS_000002","PUBLISHED","2019","AMR","","CRI","MLE","68.6","68.64899","","","","",""
"WHOSIS_000002","PUBLISHED","2000","AMR","","CRI","BTSX","68.0","68.03592","","","","",""
"WHOSIS_000002","PUBLISHED","2000","AMR","","CUB","MLE","66.2","66.16367","","","","",""
"WHOSIS_000002","PUBLISHED","2000","AMR","","CUB","FMLE","68.1","68.14230","","","","",""
"WHOSIS_000002","PUBLISHED","2000","AMR","","CUB","BTSX","67.1","67.12449","","","","",""
"WHOSIS_000002","PUBLISHED","2000","EUR","","CYP","MLE","68.3","68.27986","","","","",""
"WHOSIS_000002","PUBLISHED","2010","EUR","","CYP","FMLE","71.5","71.54327","","","","",""
"WHOSIS_000002","PUBLISHED","2010","EUR","","CYP","BTSX","70.8","70.78558","","","","",""
"WHOSIS_000002","PUBLISHED","2010","EUR","","CZE","MLE","65.6","65.57121","","","","",""
"WHOSIS_000002","PUBLISHED","2010","EUR","","CZE","FMLE","69.9","69.86087","","","","",""
"WHOSIS_000002","PUBLISHED","2010","EUR","","CZE","BTSX","67.7","67.74052","","","","",""
"WHOSIS_000002","PUBLISHED","2010","EUR","","DEU","MLE","69.1","69.05370","","","","",""
"WHOSIS_000002","PUBLISHED","2015","EUR","","DEU","FMLE","70.8","70.84779","","","","",""
"WHOSIS_000002","PUBLISHED","2015","EUR","","DEU","BTSX","70.1","70.07052","","","","",""
"WHOSIS_000002","PUBLISHED","2015","EMR","","DJI","MLE","56.1","56.12336","","","","",""
"WHOSIS_000002","PUBLISHED","2015","EMR","","DJI","FMLE","57.9","57.91182","","","","",""
"WHOSIS_000002","PUBLISHED","2015","EMR","","DJI","BTSX","57.0","56.99679","","","","",""
"WHOSIS_000002","PUBLISHED","2015","EUR","","DNK","MLE","70.1","70.09451","","","","",""
"WHOSIS_000002","PUBLISHED","2019","EUR","","DNK","MLE","70.7","70.67345","","","","",""
"WHOSIS_000002","PUBLISHED","2019","EUR","","DNK","FMLE","71.4","71.37556","","","","",""
"WHOSIS_000002","PUBLISHED","2019","EUR","","DNK","BTSX","71.0","71.03516","","","","",""
"WHOSIS_000002","PUBLISHED","2019","AMR","","DOM","MLE","62.1","62.07477","","","","",""
"WHOSIS_000002","PUBLISHED","2019","AMR","","DOM","FMLE","66.1","66.05346","","","","",""
"WHOSIS_000002","PUBLISHED","2019","AMR","","DOM","BTSX","64.0","63.97591","","","","",""
"WHOSIS_000002","PUBLISHED","2000","AFR","","DZA","FMLE","62.8","62.79645","","","","",""
"WHOSIS_000002","PUBLISHED","2000","AFR","","DZA","BTSX","62.7","62.70995","","","","",""
"WHOSIS_000002","PUBLISHED","2000","AMR","","ECU","MLE","63.9","63.89726","","","","",""
"WHOSIS_000002","PUBLISHED","2000","AMR","","ECU","FMLE","66.7","66.66317","","","","",""
"WHOSIS_000002","PUBLISHED","2000","AMR","","ECU","BTSX","65.2","65.24841","","","","",""
"WHOSIS_000002","PUBLISHED","2000","EMR","","EGY","MLE","60.3","60.27279","","","","",""
"WHOSIS_000002","PUBLISHED","2010","EMR","","EGY","FMLE","62.5","62.50573","","","","",""
"WHOSIS_000002","PUBLISHED","2010","EMR","","EGY","BTSX","61.7","61.68504","","","","",""
"WHOSIS_000002","PUBLISHED","2010","AFR","","ERI","MLE","50.7","50.70038","","","","",""
"WHOSIS_000002","PUBLISHED","2010","AFR","","ERI","FMLE","54.8","54.84301","","","","",""
"WHOSIS_000002","PUBLISHED","2010","AFR","","ERI","BTSX","52.6","52.64513","","","","",""
"WHOSIS_000002","PUBLISHED","2010","EUR","","ESP","MLE","69.8","69.80664","","","","",""
"WHOSIS_000002","PUBLISHED","2015","EUR","","ESP","MLE","70.6","70.63967","","","","",""
"WHOSIS_000002","PUBLISHED","2015","EUR","","ESP","FMLE","72.4","72.44405","","","","",""
"WHOSIS_000002","PUBLISHED","2015","EUR","","ESP","BTSX","71.6","71.56477","","","","",""
"WHOSIS_000002","PUBLISHED","2015","EUR","","EST","MLE","65.0","65.02757","","","","",""
"WHOSIS_000002","PUBLISHED","2015","EUR","","EST","FMLE","71.1","71.11841","","","","",""
"WHOSIS_000002","PUBLISHED","2015","EUR","","EST","BTSX","68.3","68.25513","","","","",""
"WHOSIS_000002","PUBLISHED","2019","AFR","","ETH","MLE","59.0","58.98165","","","","",""
"WHOSIS_000002","PUBLISHED","2019","AFR","","ETH","FMLE","60.8","60.81136","","","","",""
"WHOSIS_000002","PUBLISHED","2019","AFR","","ETH","BTSX","59.9","59.89373","","","","",""
"WHOSIS_000002","PUBLISHED","2019","EUR","","FIN","MLE","69.9","69.92641","","","","",""
"WHOSIS_000002","PUBLISHED","2019","EUR","","FIN","FMLE","72.0","72.02892","","","","",""
"WHOSIS_000002","PUBLISHED","2019","EUR","","FIN","BTSX","71.0","70.99583","","","","",""
"WHOSIS_000002","PUBLISHED","2000","WPR","","FJI","MLE","56.9","56.88905","","","","",""
"WHOSIS_000002","PUBLISHED","2000","WPR","","FJI","FMLE","59.5","59.46612","","","","",""
"WHOSIS_000002","PUBLISHED","2000","WPR","","FJI","BTSX","58.1","58.08520","","","","",""
"WHOSIS_000002","PUBLISHED","2000","EUR","","FRA","MLE","67.4","67.41146","","","","",""
"WHOSIS_000002","PUBLISHED","2000","EUR","","FRA","FMLE","71.1","71.14213","","","","",""
"WHOSIS_000002","PUBLISHED","2000","EUR","","FRA","BTSX","69.3","69.29843","","","","",""
"WHOSIS_000002","PUBLISHED","2010","WPR","","FSM","MLE","54.2","54.22177","","","","",""
"WHOSIS_000002","PUBLISHED","2010","WPR","","FSM","FMLE","57.5","57.46159","","","","",""
"WHOSIS_000002","PUBLISHED","2010","WPR","","FSM","BTSX","55.8","55.75941","","","","",""
"WHOSIS_000002","PUBLISHED","2010","AFR","","GAB","MLE","53.1","53.14022","","","","",""
"WHOSIS_000002","PUBLISHED","2010","AFR","","GAB","FMLE","54.9","54.85715","","","","",""
"WHOSIS_000002","PUBLISHED","2010","AFR","","GAB","BTSX","54.0","54.01052","","","","",""
"WHOSIS_000002","PUBLISHED","2015","EUR","","GBR","MLE","69.0","69.03354","","","","",""
"WHOSIS_000002","PUBLISHED","2015","EUR","","GBR","FMLE","70.3","70.29877","","","","",""
"WHOSIS_000002","PUBLISHED","2015","EUR","","GBR","BTSX","69.7","69.67219","","","","",""
"WHOSIS_000002","PUBLISHED","2015","EUR","","GEO","MLE","61.1","61.08581","","","","",""
"WHOSIS_000002","PUBLISHED","2015","EUR","","GEO","FMLE","67.3","67.31483","","","","",""
"WHOSIS_000002","PUBLISHED","2015","EUR","","GEO","BTSX","64.2","64.19711","","","","",""
"WHOSIS_000002","PUBLISHED","2019","EUR","","GEO","BTSX","64.7","64.67918","","","","",""
"WHOSIS_000002","PUBLISHED","2019","AFR","","GHA","MLE","56.5","56.53119","","","","",""
"WHOSIS_000002","PUBLISHED","2019","AFR","","GHA","FMLE","59.6","59.58484","","","","",""
"WHOSIS_000002","PUBLISHED","2019","AFR","","GHA","BTSX","58.0","57.97876","","","","",""
"WHOSIS_000002","PUBLISHED","2019","AFR","","GIN","MLE","52.9","52.86583","","","","",""
"WHOSIS_000002","PUBLISHED","2019","AFR","","GIN","FMLE","53.7","53.70005","","","","",""
"WHOSIS_000002","PUBLISHED","2000","AFR","","GMB","MLE","51.0","50.95842","","","","",""
"WHOSIS_000002","PUBLISHED","2000","AFR","","GMB","FMLE","52.5","52.53468","","","","",""
"WHOSIS_000002","PUBLISHED","2000","AFR","","GMB","BTSX","51.7","51.66499","","","","",""
"WHOSIS_000002","PUBLISHED","2000","AFR","","GNB","MLE","42.6","42.59795","","","","",""
"WHOSIS_000002","PUBLISHED","2000","AFR","","GNB","FMLE","45.5","45.48508","","","","",""
"WHOSIS_000002","PUBLISHED","2000","AFR","","GNB","BTSX","44.0","44.04780","","","","",""
"WHOSIS_000002","PUBLISHED","2010","AFR","","GNQ","MLE","52.4","52.42531","","","","",""
"WHOSIS_000002","PUBLISHED","2010","AFR","","GNQ","FMLE","50.4","50.41849","","","","",""
"WHOSIS_000002","PUBLISHED","2010","AFR","","GNQ","BTSX","51.7","51.67604","","","","",""
"WHOSIS_000002","PUBLISHED","2010","EUR","","GRC","MLE","68.9","68.88647","","","","",""
"WHOSIS_000002","PUBLISHED","2010","EUR","","GRC","FMLE","71.2","71.20058","","","","",""
"WHOSIS_000002","PUBLISHED","2015","EUR","","GRC","BTSX","70.4","70.42709","","","","",""
"WHOSIS_000002","PUBLISHED","2015","AMR","","GRD","MLE","62.5","62.50207","","","","",""
"WHOSIS_000002","PUBLISHED","2015","AMR","","GRD","FMLE","65.3","65.32544","","","","",""
"WHOSIS_000002","PUBLISHED","2015","AMR","","GRD","BTSX","63.9","63.85299","","","","",""
"WHOSIS_000002","PUBLISHED","2015","AMR","","GTM","MLE","59.6","59.55011","","","","",""
"WHOSIS_000002","PUBLISHED","2015","AMR","","GTM","FMLE","63.4","63.37193","","","","",""
"WHOSIS_000002","PUBLISHED","2019","AMR","","GTM","BTSX","62.3","62.30202","","","","",""
"WHOSIS_000002","PUBLISHED","2019","AMR","","GUY","MLE","55.1","55.05120","","","","",""
"WHOSIS_000002","PUBLISHED","2019","AMR","","GUY","FMLE","59.7","59.73927","","","","",""
"WHOSIS_000002","PUBLISHED","2019","AMR","","GUY","BTSX","57.2","57.23597","","","","",""
"WHOSIS_000002","PUBLISHED","2019","AMR","","HND","MLE","62.7","62.65538","","","","",""
"WHOSIS_000002","PUBLISHED","2019","AMR","","HND","FMLE","63.3","63.30145","","","","",""
"WHOSIS_000002","PUBLISHED","2000","AMR","","HND","BTSX","61.2","61.22247","","","","",""
"WHOSIS_000002","PUBLISHED","2000","EUR","","HRV","MLE","62.9","62.89141","","","","",""
"WHOSIS_000002","PUBLISHED","2000","EUR","","HRV","FMLE","67.9","67.88595","","","","",""
"WHOSIS_000002","PUBLISHED","2000","EUR","","HRV","BTSX","65.4","65.42682","","","","",""
"WHOSIS_000002","PUBLISHED","2000","AMR","","HTI","MLE","50.5","50.47630","","","","",""
"WHOSIS_000002","PUBLISHED","2000","AMR","","HTI","FMLE","49.6","49.60227","","","","",""
"WHOSIS_000002","PUBLISHED","2010","AMR","","HTI","BTSX","28.0","27.97894","","","","",""
"WHOSIS_000002","PUBLISHED","2010","EUR","","HUN","MLE","63.0","63.01783","","","","",""
"WHOSIS_000002","PUBLISHED","2010","EUR","","HUN","FMLE","68.4","68.37724","","","","",""
"WHOSIS_000002","PUBLISHED","2010","EUR","","HUN","BTSX","65.8","65.76557","","","","",""
"WHOSIS_000002","PUBLISHED","2010","SEAR","","IDN","MLE","60.4","60.42789","","","","",""
"WHOSIS_000002","PUBLISHED","2010","SEAR","","IDN","FMLE","62.0","62.01810","","","","",""
"WHOSIS_000002","PUBLISHED","2015","SEAR","","IDN","BTSX","62.3","62.32520","","","","",""
"WHOSIS_000002","PUBLISHED","2015","SEAR","","IND","MLE","59.1","59.11574","","","","",""
"WHOSIS_000002","PUBLISHED","2015","SEAR","","IND","FMLE","59.2","59.16124","","","","",""
"WHOSIS_000002","PUBLISHED","2015","SEAR","","IND","BTSX","59.1","59.14177","","","","",""
"WHOSIS_000002","PUBLISHED","2015","EUR","","IRL","MLE","70.2","70.15884","","","","",""
"WHOSIS_000002","PUBLISHED","2015","EUR","","IRL","FMLE","71.2","71.16127","","","","",""
"WHOSIS_000002","PUBLISHED","2019","EUR","","IRL","FMLE","71.4","71.43208","","","","",""
"WHOSIS_000002","PUBLISHED","2019","EUR","","IRL","BTSX","71.1","71.07451","","","","",""
"WHOSIS_000002","PUBLISHED","2019","EMR","","IRN","MLE","66.0","65.96532","","","","",""
"WHOSIS_000002","PUBLISHED","2019","EMR","","IRN","FMLE","66.5","66.52402","","","","",""
"WHOSIS_000002","PUBLISHED","2019","EMR","","IRN","BTSX","66.3","66.25681","","","","",""
"WHOSIS_000002","PUBLISHED","2019","EMR","","IRQ","MLE","61.6","61.62590","","","","",""
"WHOSIS_000002","PUBLISHED","2000","EMR","","IRQ","BTSX","59.5","59.52388","","","","",""
"WHOSIS_000002","PUBLISHED","2000","EUR","","ISL","MLE","69.3","69.27760","","","","",""
"WHOSIS_000002","PUBLISHED","2000","EUR","","ISL","FMLE","70.3","70.33992","","","","",""
"WHOSIS_000002","PUBLISHED","2000","EUR","","ISL","BTSX","69.8","69.82331","","","","",""
"WHOSIS_000002","PUBLISHED","2000","EUR","","ISR","MLE","68.4","68.42462","","","","",""
"WHOSIS_000002","PUBLISHED","2000","EUR","","ISR","FMLE","69.9","69.94100","","","","",""
"WHOSIS_000002","PUBLISHED","2010","EUR","","ISR","FMLE","71.8","71.83548","","","","",""
"WHOSIS_000002","PUBLISHED","2010","EUR","","ISR","BTSX","71.4","71.41578","","","","",""
"WHOSIS_000002","PUBLISHED","2010","EUR","","ITA","MLE","70.0","69.97733","","","","",""
"WHOSIS_000002","PUBLISHED","2010","EUR","","ITA","FMLE","72.2","72.18626","","","","",""
"WHOSIS_000002","PUBLISHED","2010","EUR","","ITA","BTSX","71.1","71.14208","","","","",""
"WHOSIS_000002","PUBLISHED","2010","AMR","","JAM","MLE","65.3","65.27200","","","","",""
"WHOSIS_000002","PUBLISHED","2015","AMR","","JAM","FMLE","67.4","67.42108","","","","",""
"WHOSIS_000002","PUBLISHED","2015","AMR","","JAM","BTSX","66.6","66.59290","","","","",""
"WHOSIS_000002","PUBLISHED","2015","EMR","","JOR","MLE","68.0","68.04247","","","","",""
"WHOSIS_000002","PUBLISHED","2015","EMR","","JOR","FMLE","67.2","67.16661","","","","",""
"WHOSIS_000002","PUBLISHED","2015","EMR","","JOR","BTSX","67.6","67.59341","","","","",""
"WHOSIS_000002","PUBLISHED","2015","WPR","","JPN","MLE","72.0","72.03889","","","","",""
"WHOSIS_000002","PUBLISHED","2019","WPR","","JPN","FMLE","75.5","75.48193","","","","",""
"WHOSIS_000002","PUBLISHED","2019","WPR","","JPN","BTSX","74.1","74.09376","","","","",""
"WHOSIS_000002","PUBLISHED","2019","EUR","","KAZ","MLE","62.4","62.37437","","","","",""
"WHOSIS_000002","PUBLISHED","2019","EUR","","KAZ","FMLE","67.4","67.39230","","","","",""
"WHOSIS_000002","PUBLISHED","2019","EUR","","KAZ","BTSX","65.0","64.98934","","","","",""
"WHOSIS_000002","PUBLISHED","2019","AFR","","KEN","MLE","56.4","56.41041","","","","",""
"WHOSIS_000002","PUBLISHED","2000","AFR","","KEN","FMLE","47.2","47.24839","","","","",""
"WHOSIS_000002","PUBLISHED","2000","AFR","","KEN","BTSX","46.9","46.93756","","","","",""
"WHOSIS_000002","PUBLISHED","2000","EUR","","KGZ","MLE","55.8","55.80447","","","","",""
"WHOSIS_000002","PUBLISHED","2000","EUR","","KGZ","FMLE","61.7","61.68103","","","","",""
"WHOSIS_000002","PUBLISHED","2000","EUR","","KGZ","BTSX","58.7","58.65565","","","","",""
"WHOSIS_000002","PUBLISHED","2000","WPR","","KHM","MLE","49.8","49.81401","","","","",""
"WHOSIS_000002","PUBLISHED","2010","WPR","","KHM","FMLE","60.7","60.66625","","","","",""
"WHOSIS_000002","PUBLISHED","2010","WPR","","KHM","BTSX","59.0","59.00763","","","","",""
"WHOSIS_000002","PUBLISHED","2010","WPR","","KIR","MLE","49.3","49.34560","","","","",""
"WHOSIS_000002","PUBLISHED","2010","WPR","","KIR","FMLE","53.8","53.81197","","","","",""
"WHOSIS_000002","PUBLISHED","2010","WPR","","KIR","BTSX","51.5","51.53046","","","","",""
"WHOSIS_000002","PUBLISHED","2010","WPR","","KOR","MLE","68.7","68.69696","","","","",""
"WHOSIS_000002","PUBLISHED","2015","WPR","","KOR","FMLE","73.7","73.73033","","","","",""
"WHOSIS_000002","PUBLISHED","2015","WPR","","KOR","BTSX","72.0","72.03045","","","","",""
